,Origin,Destination,Time (min),Summary,Directions
48,Techspace,Kin-Za,31.083333333333332,U8,Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 4 stations.Get off at U Weinmeisterstr..Head northwest on Weinmeisterstraße. Go for 137 m.Turn left onto Rosenthaler Straße. Go for 122 m.Turn right onto Sophienstraße. Go for 178 m.Turn left. Go for 155 m.Turn right onto Große Hamburger Straße. Go for 14 m.Turn left onto Krausnickstraße. Go for 213 m.Arrive at Krausnickstraße. Your destination is on the right.
49,Techspace,Rissani,19.2,M29,"Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the stop U Moritzplatz and take the bus M29 toward U Hermannplatz/Urbanstr.. Follow for 5 stops.Get off at Berlin, Spreewaldplatz.Head northwest on Wiener Straße. Go for 51 m.Turn right onto Spreewaldplatz. Go for 104 m.Arrive at Spreewaldplatz."
50,Techspace,chili chutney,25.133333333333333,M29,Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the stop U Moritzplatz and take the bus M29 toward U Hermannplatz/Urbanstr.. Follow for 4 stops.Get off at U Görlitzer Bahnhof.Head north on Skalitzer Straße. Go for 24 m.Turn left. Go for 20 m.Turn right onto Skalitzer Straße. Go for 40 m.Turn slightly left onto Skalitzer Straße. Go for 143 m.Turn right. Go for 106 m.Turn slightly left onto Eisenbahnstraße. Go for 139 m.Arrive at Eisenbahnstraße. Your destination is on the left.
51,Techspace,Rosa Caleta,24.7,M29,Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the stop U Moritzplatz and take the bus M29 toward U Hermannplatz/Urbanstr.. Follow for 4 stops.Get off at U Görlitzer Bahnhof.Head north on Skalitzer Straße. Go for 24 m.Turn left. Go for 20 m.Turn right onto Skalitzer Straße. Go for 40 m.Turn slightly left onto Skalitzer Straße. Go for 143 m.Turn right. Go for 106 m.Turn slightly left onto Eisenbahnstraße. Go for 58 m.Turn right onto Muskauer Straße. Go for 45 m.Arrive at Muskauer Straße. Your destination is on the left.
52,Techspace,Zoe's Ghana Kitchen,26.933333333333334,U8,Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Hermannstr.. Follow for 3 stations.Get off at U Hermannplatz.Head southeast on Hermannplatz. Go for 82 m.Turn right onto Hasenheide. Go for 96 m.Turn left onto Wissmannstraße. Go for 368 m.Turn right onto Wissmannstraße. Go for 15 m.Arrive at Wissmannstraße. Your destination is on the right.
53,Techspace,Sofra Bäckerei & Konditorei,22.483333333333334,U8,Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Hermannstr.. Follow for 3 stations.Get off at U Hermannplatz.Head southeast on Hermannplatz. Go for 95 m.Turn left onto Karl-Marx-Straße. Go for 182 m.Turn right onto Karl-Marx-Straße. Go for 24 m.Arrive at Karl-Marx-Straße. Your destination is on the left.
54,Techspace,Senegambia,21.766666666666666,M29,"Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the stop U Moritzplatz and take the bus M29 toward U Hermannplatz/Urbanstr.. Follow for 6 stops.Get off at Berlin, Ohlauer Str..Head southwest on Reichenberger Straße. Go for 249 m.Arrive at Reichenberger Straße. Your destination is on the left."
55,Techspace,Qba Restaurant,28.766666666666666,"M29, U6","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 4 stops.Get off at U Kochstr./Checkpoint Charlie.Walk to U Kochstr./Checkpoint Charlie.Take the rail U6 toward U Alt-Tegel. Follow for 4 stations.Get off at U Oranienburger Tor.Head north on Friedrichstraße. Go for 129 m.Turn right onto Oranienburger Straße. Go for 12 m.Turn slightly right onto Oranienburger Straße. Go for 93 m.Turn left onto Oranienburger Straße. Go for 56 m.Arrive at Oranienburger Straße. Your destination is on the left."
56,Techspace,Sofia Bar,33.75,"U8, M8","Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 4 stations.Get off at U Weinmeisterstr..Walk to U Weinmeisterstr..Take the rail M8 toward Berlin, Ahrensfelde/Stadtgrenze. Follow for 5 stations.Get off at Berlin, Platz der Vereinten Nationen.Head south on Platz der Vereinten Nationen. Go for 25 m.Turn right. Go for 20 m.Turn left onto Platz der Vereinten Nationen. Go for 110 m.Turn right onto Platz der Vereinten Nationen. Go for 24 m.Arrive at Platz der Vereinten Nationen. Your destination is on the left."
57,Techspace,Corroboree,30.65,"M29, M41","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 6 stops.Get off at S Anhalter Bahnhof.Take the bus M41 toward S+U Berlin Hauptbahnhof. Follow for 3 stops.Get off at S Potsdamer Platz Bhf/Voßstr..Head north on Ebertstraße. Go for 8 m.Turn right onto Potsdamer Platz. Go for 97 m.Take the street on the left, Bellevuestraße. Go for 146 m.Turn left. Go for 30 m.Arrive at your destination on the left."
58,Techspace,Al Hamra,35.5,"U8, M10","Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 6 stations.Get off at U Bernauer Str..Walk to U Bernauer Str..Take the rail M10 toward S+U Warschauer Str.. Follow for 4 stations.Get off at Berlin, Husemannstr..Head west on Dunckerstraße. Go for 259 m.Turn right onto Raumerstraße. Go for 53 m.Arrive at Raumerstraße. Your destination is on the right."
59,Techspace,Munch's Hus,34.483333333333334,"M29, U2","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 2 stations.Get off at U Bülowstr..Head east on Bülowstraße. Go for 269 m.Turn left onto Dennewitzplatz. Go for 71 m.Turn left onto Bülowstraße. Go for 20 m.Arrive at Bülowstraße. Your destination is on the right."
60,Techspace,Saeson Nordic Cuisine,27.366666666666667,"M29, M48","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 9 stops.Get off at Berlin, Potsdamer Brücke.Take the bus M48 toward Berlin, Busseallee. Follow for 1 stop.Get off at Berlin, Lützowstr./Potsdamer Str..Head northeast on Potsdamer Straße. Go for 4 m.Arrive at Potsdamer Straße. Your destination is on the right."
61,Techspace,Ayan Filipino Streetfood,27.75,"M29, M48","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 9 stops.Get off at Berlin, Potsdamer Brücke.Take the bus M48 toward Berlin, Busseallee. Follow for 1 stop.Get off at Berlin, Lützowstr./Potsdamer Str..Head southwest on Potsdamer Straße. Go for 27 m.Arrive at Potsdamer Straße."
62,Techspace,Panama Restaurant & Bar,29.683333333333334,U1,Head southwest on Lobeckstraße. Go for 267 m.Turn left onto Lobeckstraße. Go for 11 m.Turn right. Go for 32 m.Turn left. Go for 102 m.Turn left onto Wassertorstraße. Go for 147 m.Turn right onto Prinzenstraße. Go for 211 m.Go to the station U Prinzenstr. and take the rail U1 toward U Uhlandstr.. Follow for 4 stations.Get off at U Kurfürstenstr..Head west on Potsdamer Straße. Go for 128 m.Turn right onto Pohlstraße. Go for 114 m.Arrive at Pohlstraße. Your destination is on the left.
63,Techspace,Prager Hopfenstube,39.43333333333333,"U8, U1, M10","Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Hermannstr.. Follow for 1 station.Get off at U Kottbusser Tor.Take the rail U1 toward S+U Warschauer Str.. Follow for 3 stations.Get off at S+U Warschauer Str..Walk to S+U Warschauer Str..Take the rail M10 toward Berlin, Lüneburger Str.. Follow for 4 stations.Get off at U Frankfurter Tor.Head south on Frankfurter Tor. Go for 25 m.Turn right onto Frankfurter Tor. Go for 49 m.Turn left. Go for 358 m.Arrive at Karl-Marx-Allee. Your destination is on the left."
64,Techspace,Jemenitisches Restaurant,25.916666666666668,"U8, U7",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Hermannstr.. Follow for 3 stations.Get off at U Hermannplatz.Take the rail U7 toward U Rudow. Follow for 2 stations.Get off at U Karl-Marx-Str..Head west on Karl-Marx-Straße. Go for 240 m.Arrive at Karl-Marx-Straße. Your destination is on the right.
65,Techspace,Qea cafe,39.35,"U8, S41",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 8 stations.Get off at S+U Gesundbrunnen Bhf.Walk to S+U Gesundbrunnen Bhf.Take the rail S41. Follow for 1 station.Get off at S+U Schönhauser Allee.Head east. Go for 149 m.Turn left onto Schönhauser Allee. Go for 223 m.Turn right onto Gleimstraße. Go for 49 m.Arrive at Gleimstraße. Your destination is on the right.
66,Techspace,Baku Napoli,29.966666666666665,"M29, U2","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 2 stations.Get off at U Bülowstr..Head west on Bülowstraße. Go for 36 m.Turn left onto Potsdamer Straße. Go for 52 m.Arrive at Potsdamer Straße. Your destination is on the left."
67,Techspace,Blaue Adria - Kroatisches Restaurant,42.333333333333336,"U8, M8","Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 4 stations.Get off at U Weinmeisterstr..Walk to U Weinmeisterstr..Take the rail M8 toward Berlin, Ahrensfelde/Stadtgrenze. Follow for 7 stations.Get off at Berlin, Landsberger Allee/Petersburger Str..Head southeast on Landsberger Allee. Go for 61 m.Turn left onto Danziger Straße. Go for 182 m.Turn right onto Cotheniusstraße. Go for 241 m.Turn right onto Conrad-Blenkle-Straße. Go for 10 m.Arrive at Conrad-Blenkle-Straße. Your destination is on the right."
68,Techspace,Angkor Wat,38.61666666666667,"M29, 100","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 13 stops.Get off at Berlin, Lützowplatz.Take the bus 100 toward Berlin, S+U Alexanderplatz Bhf/Memhardstr.. Follow for 3 stops.Get off at Berlin, Schloss Bellevue.Head southeast on Spreeweg. Go for 428 m.Arrive at Paulstraße."
69,Techspace,La Casita,40.45,"U8, S9",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 2 stations.Get off at S+U Jannowitzbrücke.Walk to S+U Jannowitzbrücke.Take the rail S9 toward S Flughafen Berlin-Schönefeld Bhf. Follow for 3 stations.Get off at S Treptower Park.Head west. Go for 52 m.Turn right onto Gebäude. Go for 64 m.Head east. Go for 40 m.Turn left. Go for 153 m.Turn right. Go for 131 m.Arrive at your destination on the left.
70,Techspace,China Restaurant Cocktail-Bar Hong Kong City,45.11666666666667,"U8, M8, M4","Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 4 stations.Get off at U Weinmeisterstr..Walk to U Weinmeisterstr..Take the rail M8 toward Berlin, Ahrensfelde/Stadtgrenze. Follow for 3 stations.Get off at Berlin, Mollstr./Otto-Braun-Str..Take the rail M4 toward Berlin, Zingster Str.. Follow for 8 stations.Get off at Berlin, Albertinenstr..Head south on Berliner Allee. Go for 142 m.Arrive at Berliner Allee. Your destination is on the left."
71,Techspace,Odessa Mama,36.733333333333334,"M29, S1, S46","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 6 stops.Get off at S Anhalter Bahnhof.Take the rail S1 toward S Wannsee Bhf. Follow for 3 stations.Get off at S Schöneberg.Take the rail S46 toward S+U Gesundbrunnen Bhf. Follow for 1 station.Get off at S+U Innsbrucker Platz.Head southeast on Hauptstraße. Go for 125 m.Turn right onto Innsbrucker Platz. Go for 42 m.Arrive at Innsbrucker Platz. Your destination is on the left."
72,Techspace,Zum Nussbaum,40.1,"U8, S46",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Hermannstr.. Follow for 6 stations.Get off at S+U Hermannstr..Walk to S+U Hermannstr..Take the rail S46 toward S Baumschulenweg. Follow for 2 stations.Get off at S Köllnische Heide.Head southeast on Planetenstraße. Go for 102 m.Turn left onto Sonnenallee. Go for 125 m.Turn right. Go for 250 m.Turn left. Go for 97 m.Turn left onto Weg Nr. 3. Go for 128 m.Arrive at Weg Nr. 3. Your destination is on the right.
73,Techspace,Puszta,42.4,"U8, U9",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 10 stations.Get off at U Osloer Str..Take the rail U9 toward S+U Rathaus Steglitz. Follow for 6 stations.Get off at U Turmstr..Head west. Go for 48 m.Turn left onto Turmstraße. Go for 151 m.Turn right onto Jonasstraße. Go for 169 m.Arrive at Jonasstraße. Your destination is on the left.
74,Techspace,Taste Singapore Style,46.35,"M29, 106","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 13 stops.Get off at Berlin, Lützowplatz.Take the bus 106 toward U Seestr.. Follow for 6 stops.Get off at Berlin, Alt-Moabit/Gotzkowskystr..Head west on Alt-Moabit. Go for 16 m.Turn right onto Alt-Moabit. Go for 72 m.Arrive at Alt-Moabit. Your destination is on the right."
75,Techspace,Original Taiwanesische Bauernstube,48.25,"M29, U2, 245","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 6 stations.Get off at U Ernst-Reuter-Platz.Walk to U Ernst-Reuter-Platz.Take the bus 245 toward Berlin, Robert-Koch-Platz. Follow for 4 stops.Get off at Berlin, Helmholtzstr..Head northeast on Helmholtzstraße. Go for 88 m.Turn left onto Morsestraße. Go for 22 m.Arrive at Morsestraße. Your destination is on the right."
76,Techspace,Makenene,44.333333333333336,"M29, U2","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 7 stations.Get off at U Deutsche Oper.Head north on Bismarckstraße. Go for 10 m.Turn left onto Krumme Straße. Go for 178 m.Turn left onto Schillerstraße. Go for 172 m.Turn right onto Weimarer Straße. Go for 34 m.Arrive at Weimarer Straße. Your destination is on the left."
77,Techspace,La Batea,43.6,"U3, U7",Head southwest on Lobeckstraße. Go for 267 m.Turn left onto Lobeckstraße. Go for 11 m.Turn right. Go for 32 m.Turn left. Go for 102 m.Turn left onto Wassertorstraße. Go for 147 m.Turn right onto Prinzenstraße. Go for 211 m.Go to the station U Prinzenstr. and take the rail U3 toward U Krumme Lanke. Follow for 2 stations.Get off at U Möckernbrücke.Take the rail U7 toward S+U Rathaus Spandau. Follow for 10 stations.Get off at U Wilmersdorfer Str..Head north on Wilmersdorfer Straße. Go for 28 m.Turn right onto Kantstraße. Go for 177 m.Turn left onto Krumme Straße. Go for 102 m.Arrive at Krumme Straße. Your destination is on the right.
78,Techspace,Seri Melayu,41.35,"U3, U7",Head southwest on Lobeckstraße. Go for 267 m.Turn left onto Lobeckstraße. Go for 11 m.Turn right. Go for 32 m.Turn left. Go for 102 m.Turn left onto Wassertorstraße. Go for 147 m.Turn right onto Prinzenstraße. Go for 211 m.Go to the station U Prinzenstr. and take the rail U3 toward U Krumme Lanke. Follow for 2 stations.Get off at U Möckernbrücke.Take the rail U7 toward S+U Rathaus Spandau. Follow for 10 stations.Get off at U Wilmersdorfer Str..Head north on Wilmersdorfer Straße. Go for 28 m.Turn left onto Kantstraße. Go for 159 m.Arrive at Kantstraße. Your destination is on the left.
79,Techspace,Restorant Macedonia (Berlin),43.55,"U8, S7",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 2 stations.Get off at S+U Jannowitzbrücke.Walk to S+U Jannowitzbrücke.Take the rail S7 toward S Potsdam Hauptbahnhof. Follow for 9 stations.Get off at S Charlottenburg Bhf.Head southwest on Lewishamstraße. Go for 26 m.Arrive at Lewishamstraße. Your destination is on the right.
80,Techspace,Vincent-Burger,51.983333333333334,"M29, U2, U7","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 8 stations.Get off at U Bismarckstr..Take the rail U7 toward S+U Rathaus Spandau. Follow for 2 stations.Get off at U Mierendorffplatz.Head west. Go for 47 m.Turn left. Go for 53 m.Turn left onto Mierendorffplatz. Go for 156 m.Continue straight onto Mierendorffstraße. Go for 39 m.Turn slightly right onto Mindener Straße. Go for 131 m.Turn left onto Tauroggener Straße. Go for 40 m.Arrive at Tauroggener Straße."
81,Techspace,Tembo African Kitchen,51.416666666666664,"M29, U2","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 9 stations.Get off at U Sophie-Charlotte-Platz.Head west. Go for 17 m.Turn slightly left. Go for 81 m.Turn left. Go for 38 m.Turn right. Go for 19 m.Turn slightly left onto Horstweg. Go for 261 m.Turn left onto Horstweg. Go for 99 m.Turn right onto Danckelmannstraße. Go for 144 m.Arrive at Danckelmannstraße. Your destination is on the left."
82,Techspace,Zadar Restaurant,56.86666666666667,"M29, U6, X33","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 4 stops.Get off at U Kochstr./Checkpoint Charlie.Walk to U Kochstr./Checkpoint Charlie.Take the rail U6 toward U Alt-Tegel. Follow for 16 stations.Get off at U Holzhauser Str..Walk to U Holzhauser Str..Take the bus X33 toward Berlin, Wilhelmsruher Damm. Follow for 1 stop.Get off at Berlin, Holzhauser Str./Schubartstr..Head southwest on Schubartstraße. Go for 318 m.Turn left onto Ernststraße. Go for 114 m.Turn right onto Räuschstraße. Go for 17 m.Arrive at Räuschstraße. Your destination is on the left."
83,Techspace,Eiscafé Mauritius,45.21666666666667,"M29, U2","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 8 stops.Get off at U Mendelssohn-Bartholdy-Park.Walk to U Mendelssohn-Bartholdy-Park.Take the rail U2 toward Berlin, U Theodor-Heuss-Platz. Follow for 11 stations.Get off at Berlin, U Theodor-Heuss-Platz.Head south on Theodor-Heuss-Platz. Go for 18 m.Walk left around the roundabout and turn at the 2nd street. Go for 46 m.Turn left. Go for 6 m.Turn left onto Theodor-Heuss-Platz. Go for 40 m.Arrive at Theodor-Heuss-Platz. Your destination is on the right."
84,Techspace,King Wok,49.38333333333333,"U8, S7",Head northeast on Lobeckstraße. Go for 72 m.Turn right onto Oranienstraße. Go for 179 m.Walk left around the roundabout and turn onto Moritzplatz. Go for 65 m.Go to the station U Moritzplatz and take the rail U8 toward S+U Wittenau. Follow for 2 stations.Get off at S+U Jannowitzbrücke.Walk to S+U Jannowitzbrücke.Take the rail S7 toward S Ahrensfelde Bhf. Follow for 9 stations.Get off at S Marzahn.Head west. Go for 179 m.Turn right. Go for 65 m.Arrive at your destination on the right.
85,Techspace,Marché Sucre,48.166666666666664,"M29, U6","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 4 stops.Get off at U Kochstr./Checkpoint Charlie.Walk to U Kochstr./Checkpoint Charlie.Take the rail U6 toward U Alt-Tegel. Follow for 17 stations.Get off at U Borsigwerke.Head northwest on Berliner Straße. Go for 51 m.Turn left onto Berliner Straße. Go for 108 m.Turn right onto Berliner Straße. Go for 118 m.Turn left onto Am Borsigturm. Go for 75 m.Arrive at Am Borsigturm. Your destination is on the left."
86,Techspace,Mali Raj,60.28333333333333,"M29, U6, X33","Head northeast on Lobeckstraße. Go for 72 m.Turn left onto Oranienstraße. Go for 196 m.Go to the stop Berlin, Alexandrinenstr. and take the bus M29 toward Berlin, Roseneck. Follow for 4 stops.Get off at U Kochstr./Checkpoint Charlie.Walk to U Kochstr./Checkpoint Charlie.Take the rail U6 toward U Alt-Tegel. Follow for 16 stations.Get off at U Holzhauser Str..Walk to U Holzhauser Str..Take the bus X33 toward Berlin, Galenstr.. Follow for 6 stops.Get off at Berlin, Siedlung Haselhorst.Head southeast on Gartenfelder Straße. Go for 44 m.Arrive at Gartenfelder Straße. Your destination is on the right."
